USER,DATE,STAR,LIKE,TITLE,REVIEW
billie ♡,2021-08-16 03:51:32-07:00,3,0,Premium,"It looks like a great app, but i don’t want to pay 30 dollars just to hear me talking in my sleep. I could just use my voice memos app, or any other camera/voice app, but tonight i had a lot of sleep taking so I was super disappointed because i couldn’t see what i was talking about in my sleep!! So sorry but I’m not paying that much just to see my talking in my sleep. :("
Druser4566,2021-08-15 20:48:59-07:00,5,0,Great,Love it. As an ER doctor sleep is a big deal when switching schedules and getting little sleep. Life saving app literally.
horrific. app. ever.,2021-08-15 09:16:44-07:00,2,0,not what i hoped,when i woke up and looked for the recording i couldn’t hear it cause i had to pay??? i was hoping that i could’ve heard it so i can show my doctor about my sleep apnea because he told me to record it. now i’m going to a doctors appointment without a recording. and i also wanted to hear my snoring so i could take better control of it.
TDoggit68,2021-08-15 06:47:46-07:00,3,0,FUN BUT….,"This app has a couple useful features but, the tracking part has never been accurate. The amount of time it calculates you were sleeping does not match the graph displayed nor recorded sounds. So, it’s fun, maybe insightful on a level, but certainly not scientific."
ljaondkd,2021-08-15 04:59:19-07:00,3,0,Extremely Disappointed.,"I got this app because it was recommended from a few friends. I was so excited to try it and I used it last night. It caught a bunch of noises, however, I can't listen to them because I have to pay for PREMIUM. Honestly, it's not necessary to have to pay to listen to your sounds. I would give it a five-star review, but I don't think it's all that necessary to pay for premium to listen to snoring. I wanted to see how I sleep, and I wanted to track how long I have been sleeping for. 
     Besides that, it's an overall great app. But, I don't think I will be using it anymore, and not recommending it to anyone, unless you want to pay for premium."
'vada,2021-08-14 07:06:06-07:00,1,1,bull$hit.,why do i need to pay to hear myself sleep? i woke up thinking that i wouldn't need to and suddenly i need to pay? what's the point of letting people record the sounds for free but pay to hear 😐?
spanish name bdkdjwlakbfmwkf,2021-08-14 06:53:22-07:00,4,0,some issues,overall it’s ok but i only downloaded it so i can catch stuff of my voice when i’m sleeping and i don’t know how to do that
queen_kitty_123,2021-08-14 06:26:35-07:00,4,0,its a good app,"its a good app i wake up early and I'm pretty awake than usually but it’s kinda stupid you have to pay just to hear if your sleep talk, snoring, and all that other stuff but so far its a great app:)"
Phoenixhet,2021-08-13 04:41:31-07:00,5,0,An alarm that works!,"As someone who struggles to wake up to alarms, this app helps so much. Because it tracks when I’m in deep sleep, it knows when to wake me up! And it works perfectly because of that! I’ve never woken up so happy and easily."
Laugh4dayz,2021-08-13 04:01:57-07:00,2,0,Took away some important features,"Are used to be a subscriber, but now that they have taken away where you can edit the time you wake up, or sleep, I am no longer going to pay for it. Also, they used to have a feature where you can take a nap and it will add to the sleep time for the day, but now it erases the entire day if you add to it. So, they’re not getting any of my money until they bring those pictures back."
ESLS123,2021-08-12 17:26:02-07:00,1,0,Doesn’t work,"This app will say it’s recording my sleep but won’t show any data. I will still say “data will be tracked after 1st night of sleep tracking” but I have done it multiple times in a row and it still won’t tell me anything. At first I thought I just wasn’t setting it up right, but I followed the instructions and tried multiple different ways. So this app did absolutely nothing."
DiegoLopezLara,2021-08-12 16:32:51-07:00,5,0,Pay to hear your sleep,…
jdn117,2021-08-12 06:35:43-07:00,1,0,Unreliable,"Used to use this app on my phone, restored it to use with my watch recently. I have the grandfathered premium. I notice it just randomly stops working overnight. No journal, no alarm, nada. Definitely not worth it for watch use. (And the tips/insights are a joke!)"
mad hates the snap update,2021-08-11 13:50:18-07:00,5,0,Wow,I can’t believe i paid $30 for an alarm app. Worth every penny tho
Kaykin192865,2021-08-09 19:04:00-07:00,5,0,Perfect,"This app helps me tremendously. I do not regret the purchase in the slightest.
The sleep guides/sounds are great, the sleep timer is pleasantly accurate in good sleep conditions, and the wake-up-in-a-timeframe thing is also very nice.
I literally do recommend this to people who struggle but are actively trying to improve their sleep schedule. You got this!"
Chdjisisk,2021-08-08 23:20:43-07:00,5,0,This app changed my life.,"This is the only alarm that wakes me up gently and successfully every morning. I wake up easier and I love being able to see my data. I’ve been using it for years and it helps me see when my bad habits arise and motivates me to fix them. The best part is that almost all of the features are free. The ones you need are all free - paid features are bonus mainly for stat junkies. Download this app, it will really change your life!"
Mavi1982,2021-08-08 18:04:32-07:00,1,0,Waking up in the middle of night,"This app was a lot better before. After updates, it is waking me up at night, way before the window. And also, I see more scary dreams. Not recommended until they fix this problem."
Annavon,2021-08-07 22:49:06-07:00,5,0,Great app and great service,"I appreciate the customer support I had a glitch with the app and they worked very hard to fix it.  Overall, I have had a great experience over the past 7 years.  I have been able to get good data on my sleep habits and improve my regularity."
yogagrl68,2021-08-06 12:31:36-07:00,3,0,Not reliable,"I used to pay for the app but switched to the free version and I’m glad I did. I’ve had issues recently with my alarm not going off. I woke up late today and was rushing to get ready for work. Not sure why it turned off. I did pick up my phone early to check the time but it shouldn’t have turned off. As a result, my alarm didn’t go off and I fell back to sleep. Not sure this should be happening but now I’m worried if I wake up in the middle of the night and check the time on my phone the alarm won’t go off in the morning. Also, I thought it was petty that you changed the ring tone I used, which had been free, now it’s only available with the paid version. I received no notification I would no longer be able to use it and that was another time my alarm didn’t work."
